intent,answer,number,cleaned text
3,"Each shell can contain only a fixed number of electrons: The 1st shell can hold up to two electrons, the 2nd shell can hold up to eight electrons, the 3rd shell can hold up to 18, and 4th shell can hold up to 32 and so on.",386,shell contain fixed number electron 1st shell hold to two electron 2nd shell hold to eight electron 3rd shell hold to 18 4th shell hold to 32 .
3,"There have been 43 people sworn into office, and 44 presidencies, as Grover Cleveland served two non-consecutive terms and is counted chronologically as both the 22nd and 24th president.",387,43 people sworn office 44 presidency grover cleveland served two nonconsecutive term counted chronologically 22nd 24th president .
3,"Beatrice ""Bea"" Arthur (May 13, 1922 _ April 25, 2009) was an American actress, comedienne, and singer whose career spanned seven decades.",388,beatrice bea arthur may 13 1922 april 25 2009 wa american actress comedienne singer whose career spanned seven decade .
3,"State schools (also known as public schools or government schools) generally refer to primary or secondary schools mandated for or offered to all children without charge paid for, in whole or in part, by taxation .",389,state school also known public school government school generally refer to primary secondary school mandated offered to child without charge paid whole part taxation .
3,"The term may also refer to institutions of post-secondary education funded, in whole or in part, and overseen by government.",390,term may also refer to institution postsecondary education funded whole part overseen government .
3,The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose .,391,lightindependent reaction photosynthesis chemical reaction convert carbon dioxide compound glucose .
3,These reactions take the light-dependent reactions and perform further chemical processes on them.,392,reaction take lightdependent reaction perform chemical process .
3,"Interlibrary loan (abbreviated ILL, and sometimes called interloan, document delivery, or document supply) is a service whereby a user of one library can borrow books or receive photocopies of documents that are owned by another library.",393,interlibrary loan abbreviated ill sometimes called interloan document delivery document supply service whereby user one library borrow book receive photocopy document owned another library .
3,"The user makes a request with their local library, which, acting as an intermediary, identifies owners of the desired item, places the request, receives the item, makes it available to the user, and arranges for its return.",394,user make request local library acting intermediary identifies owner desired item place request receives item make available to user arranges return .
3,"Mariel Margaret ""Mia"" Hamm (born March 17, 1972) is a retired American professional soccer player.",395,mariel margaret mia hamm born march 17 1972 retired american professional soccer player .
3,MacConkey agar is a culture medium designed to grow Gram-negative bacteria and differentiate them for lactose fermentation .,396,macconkey agar culture medium designed to grow gramnegative bacteria differentiate lactose fermentation .
3,"This is the predominant form of Buddhism practiced in China, South Korea, Japan, Taiwan, Singapore, and Vietnam.",397,predominant form buddhism practiced china south korea japan taiwan singapore vietnam .
3,"He was shot and killed while playing poker in the Nuttal & Mann's Saloon in Deadwood , Dakota Territory (now South Dakota ).",398,wa shot killed playing poker nuttal mann saloon deadwood dakota territory south dakota .
3,There have been four successful robotically operated Mars rovers.,399,four successful robotically operated mar rover .
3,"The audit opinion is intended to provide reasonable assurance, but not absolute assurance, that the financial statements are presented fairly, in all material respects, and/or give a true and fair view in accordance with the financial reporting framework.",400,audit opinion intended to provide reasonable assurance absolute assurance financial statement presented fairly material respect andor give true fair view accordance financial reporting framework .
3,"The purpose of an audit is provide and objective independent examination of the financial statements, which increases the value and credibility of the financial statements produced by management, thus increase user confidence in the financial statement, reduce investor risk and consequently reduce the cost of capital of the preparer of the financial statements.",401,purpose audit provide objective independent examination financial statement increase value credibility financial statement produced management thus increase user confidence financial statement reduce investor risk consequently reduce cost capital preparer financial statement .
3,Financial audits are typically performed by firms of practicing accountants who are experts in financial reporting.,402,financial audit typically performed firm practicing accountant expert financial reporting .
3,"Owls are a group of birds that belong to the order Strigiformes, constituting 200 extant bird of prey species .",403,owl group bird belong to order strigiformes constituting 200 extant bird prey specie .
3,"With quick hands and exceptional upper-body strength, Killebrew was known not just for the frequency of his home runs but also for their distance.",404,quick hand exceptional upperbody strength killebrew wa known frequency home run also distance .
3,"His main role was to interpret the will of the gods by studying the flight of birds : whether they are flying in groups or alone, what noises they make as they fly, direction of flight and what kind of birds they are.",405,main role wa to interpret god studying flight bird whether flying group alone noise make fly direction flight kind bird .
3,"The movie was extremely profitable, earning $161.5 million in North America alone.",406,movie wa extremely profitable earning 161.5 million north america alone .
3,It is the second largest city in Oakland County in the U.S. state of Michigan .,407,second largest city oakland county u.s. state michigan .
3,"According to folklore, if it is cloudy when a groundhog emerges from its burrow on this day, then spring will come early; if it is sunny, the groundhog will supposedly see its shadow and retreat back into its burrow, and the winter weather will continue for six more weeks.",408,according to folklore cloudy groundhog emerges burrow day spring come early sunny groundhog supposedly see shadow retreat back burrow winter weather continue six week .
3,A Joint Committee is a term in politics that is used to refer to a committee made up of members of both chambers of a bicameral legislature.,409,joint committee term politics used to refer to committee made member chamber bicameral legislature .
3,The 50 stars on the flag represent the 50 states of the United States of America and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain and became the first states in the Union.,410,50 star flag represent 50 state united state america 13 stripe represent thirteen british colony declared independence kingdom great britain became first state union .
3,India is a federal union of states comprising twenty-eight states and seven union territories .,411,india federal union state comprising twentyeight state seven union territory .
3,"Symptoms are initially mild, and then develop into severe coughing fits, which produce the namesake high-pitched ""whoop"" sound in infected babies and children when they inhale air after coughing.",412,symptom initially mild develop severe coughing fit produce namesake highpitched whoop sound infected baby child inhale air coughing .
3,The coughing stage lasts approximately six weeks before subsiding.,413,coughing stage last approximately six week subsiding .
3,Galveston County is a county located in the U.S. state of Texas within the Houston__ugar Land__aytown metropolitan area.,414,galveston county county located u.s. state texas within houstonugar landaytown metropolitan area .
3,Nassau,415,nassau
3,"Freeport, Bahamas",416,freeport bahamas
3,"Its twelve member institutions (which are primarily flagship research universities in their respective states, well-regarded academically, and with relatively large student enrollment) are located primarily in the Midwest , stretching from Nebraska in the west to Penn State in the east.",417,twelve member institution primarily flagship research university respective state wellregarded academically relatively large student enrollment located primarily midwest stretching nebraska west to penn state east .
3,"Single Malt Scotch is single malt whisky made in Scotland using a pot still distillation process at a single distillery , with malted barley as the only grain ingredient.",418,single malt scotch single malt whisky made scotland using pot still distillation process at single distillery malted barley grain ingredient .
3,"As with any Scotch whisky , a single malt Scotch must be distilled in Scotland and matured in oak casks in Scotland for at least three years (most single malts are matured longer).",419,scotch whisky single malt scotch must distilled scotland matured oak cask scotland at least three year single malt matured longer .
3,"Composers and works include Barbara Kolb , Pauline Oliveros ' Sound Patterns for chorus (1961), Norma Beecroft 's From Dreams of Brass for chorus (1963_1964), and Nancy Van de Vate .",420,composer work include barbara kolb pauline oliveros sound pattern chorus 1961 norma beecroft dream brass chorus 19631964 nancy van de vate .
3,"A very early example is the opening of Jean-F_________Â©ry Rebel 's ballet Les El_________Â©mens (1737_38), where chaos is represented by a gradually cumulating orchestral cluster of all seven notes of the D minor scale (Henck 2004, pp. 52_54).",421,early example opening jeanfâ©ry rebel ballet le elâ©mens 173738 chaos represented gradually cumulating orchestral cluster seven note minor scale henck 2004 pp . 5254 .
3,A later example is the third movement of Ruth Crawford Seeger 's String Quartet 1931 (Nonesuch H-71280) while more recently Phill Niblock 's multiple drone based music serves as an example.,422,later example third movement ruth crawford seeger string quartet 1931 nonesuch h71280 recently phill niblock multiple drone based music serf example .
3,"The use of ""chords approaching timbres"" begins with Debussy and Edgard Var_________Â¨se often carefully scored individual instrumental parts so that they would fuse into one ensemble timbre or sound mass (Erickson 1975, pp. 18 and 21).",423,use chord approaching timbre begin debussy edgard varâ¨se often carefully scored individual instrumental part would fuse one ensemble timbre sound mass erickson 1975 pp . 18 21 .
3,"Other examples include European ""textural"" compositions of the fifties and sixties such as Krzysztof Penderecki 's Threnody to the Victims of Hiroshima (1959) and Gy_________Â¶rgy Ligeti 's works featuring micropolyphony in works like Atmosph_________Â¨res (1961) and his Requiem (1963-65).",424,example include european textural composition fifty sixty krzysztof penderecki threnody to victim hiroshima 1959 gyâ¶rgy ligeti work featuring micropolyphony work like atmosphâ¨res 1961 requiem 196365 .
3,"Other composers with works using this technique include Henryk G_________Â³recki , Karel Husa , Witold Lutos_awski , Kazimierz Serocki , and Steven Stucky .",425,composer work using technique include henryk gâ³recki karel husa witold lutosawski kazimierz serocki steven stucky .
3,Sound mass techniques also appear in the music of George Crumb (Anon. n.d.).,426,sound mass technique also appear music george crumb anon . n.d ..
3,The object is to take at least the number of tricks that were bid before play of the hand began.,427,object to take at least number trick bid play hand began .
3,"Australia is a continent comprising mainland Australia , Tasmania , New Guinea , Seram , possibly Timor , and neighbouring islands.",428,australia continent comprising mainland australia tasmania new guinea seram possibly timor neighbouring island .
3,The causes of cardiovascular disease are diverse but atherosclerosis and/or hypertension are the most common.,429,cause cardiovascular disease diverse atherosclerosis andor hypertension common .
3,"The history of immigration to the United States is a continuing story of peoples from more populated continents, particularly Europe and also Africa and Asia, crossing oceans to the new land.",430,history immigration to united state continuing story people populated continent particularly europe also africa asia crossing ocean to new land .
3,Starting around 1600 British and other Europeans settled primarily on the east coast .,431,starting around 1600 british european settled primarily east coast .
3,"Atlanta (, stressed , locally ) is the capital of and the most populous city in the U.S. state of Georgia , with an estimated 2011 population of 432,427.",432,atlanta stressed locally capital populous city u.s. state georgia estimated 2011 population 432427 .
3,"Atlanta is the cultural and economic center of the Atlanta metropolitan area , home to 5,457,831 people and the ninth largest metropolitan area in the United States.",433,atlanta cultural economic center atlanta metropolitan area home to 5457831 people ninth largest metropolitan area united state .
3,Commonwealth is a traditional English term for a political community founded for the common good.,434,commonwealth traditional english term political community founded common good .
3,"Once appointed, justices have life tenure unless they resign, retire, or are removed after impeachment .",435,appointed justice life tenure unless resign retire removed impeachment .
3,Conroe is the seat of Montgomery County and falls within the metropolitan area.,436,conroe seat montgomery county fall within metropolitan area .
3,"As a database, it is a software product whose primary function is to store and retrieve data as requested by other software applications, be it those on the same computer or those running on another computer across a network (including the Internet).",437,database software product whose primary function to store retrieve data requested software application computer running another computer across network including internet .
3,"The Oklahoma blast claimed 168 lives, including 19 children under the age of 6, and injured more than 680 people.",438,oklahoma blast claimed 168 life including 19 child age 6 injured 680 people .
3,"Winning, or even being nominated for, an ARIA award results in a lot of media attention on an artist, and usually increases recording sales several-fold _ in 2005 , for example, after Ben Lee won three awards, his album Awake Is the New Sleep jumped from No. 31 to No. 5 in the ARIA Charts , its highest position.",439,winning even nominated aria award result lot medium attention artist usually increase recording sale severalfold 2005 example ben lee three award album awake new sleep jumped no . 31 to no . 5 aria chart highest position .
3,"Dredging is an excavation activity or operation usually carried out at least partly underwater, in shallow seas or fresh water areas with the purpose of gathering up bottom sediments and disposing of them at a different location.",440,dredging excavation activity operation usually carried at least partly underwater shallow sea fresh water area purpose gathering bottom sediment disposing at different location .
3,"A dredger (or __redge_ as is the general usage in the Americas) is any device, machine, or vessel that is used to excavate and remove material from the bottom of a body of water.",441,dredger redge general usage america device machine vessel used to excavate remove material bottom body water .
3,"For example, a scoop attached to the end of a rope or pole by which a man can draw sediments up from the bottom of a pond is a dredger.",442,example scoop attached to end rope pole man draw sediment bottom pond dredger .
3,"Developing this idea further, a motorized crane equipped with a drag bucket or clamshell (grabber) that is used to scoop material from the bottom of a body of water is also a dredger.",443,developing idea motorized crane equipped drag bucket clamshell grabber used to scoop material bottom body water also dredger .
3,"If the crane is mounted on a barge, the entire vessel is referred to as a dredger.",444,crane mounted barge entire vessel referred to dredger .
3,"He returned to London to settle permanently in 1791, where he died ten years later.",445,returned to london to settle permanently 1791 died ten year later .
3,He helped lead the Philadelphia Phillies to the World Series in and won World Series championships in with the Arizona Diamondbacks and in and with the Boston Red Sox .,446,helped lead philadelphia phillies to world series world series championship arizona diamondback boston red sox .
3,"Of the thousands of enumerated ports, about 250 well-known ports are reserved by convention to identify specific service types on a host.",447,thousand enumerated port 250 wellknown port reserved convention to identify specific service type host .
3,"Area code 479 is the telephone area code serving thirteen counties in northwest Arkansas , including the cities of Fort Smith , Fayetteville , Springdale , Rogers and Bentonville : the second, third, fourth, eighth and tenth-largest cities in the state, respectively.",448,area code 479 telephone area code serving thirteen county northwest arkansas including city fort smith fayetteville springdale rogers bentonville second third fourth eighth tenthlargest city state respectively .
3,"Area code 479 serves Benton , Carroll (split with area code 870 ), Crawford , Franklin , Johnson , Logan , Madison , Polk , Pope , Scott , Sebastian , Washington and Yell Counties in Arkansas.",449,area code 479 serf benton carroll split area code 870 crawford franklin johnson logan madison polk pope scott sebastian washington yell county arkansas .
3,Arraignment is a formal reading of a criminal charging document in the presence of the defendant to inform the defendant of the charges against him or her.,450,arraignment formal reading criminal charging document presence defendant to inform defendant charge .
3,"While he achieved fame during his lifetime as an author, philosopher, alchemist and astronomer , composing a scientific treatise on the astrolabe for his ten year-old son Lewis, Chaucer also maintained an active career in the civil service as a bureaucrat, courtier and diplomat.",451,achieved fame lifetime author philosopher alchemist astronomer composing scientific treatise astrolabe ten yearold son lewis chaucer also maintained active career civil service bureaucrat courtier diplomat .
3,"Chaucer is a crucial figure in developing the legitimacy of the vernacular , Middle English , at a time when the dominant literary languages in England were French and Latin.",452,chaucer crucial figure developing legitimacy vernacular middle english at time dominant literary language england french latin .
3,"The 12-hour clock is a time convention in which the 24 hours of the day are divided into two periods: a.m. (from the Latin ante meridiem, meaning ""before midday"") and p.m. (post meridiem, ""after midday"").",453,12hour clock time convention 24 hour day divided two period a.m. latin ante meridiem meaning midday p.m. post meridiem midday .
3,"A 2007 review of all studies comparing health outcomes in Canada and the US in a Canadian peer-reviewed medical journal found that ""health outcomes may be superior in patients cared for in Canada versus the United States, but differences are not consistent.""",454,2007 review study comparing health outcome canada u canadian peerreviewed medical journal found health outcome may superior patient cared canada versus united state difference consistent .
3,"There are currently 952 games (multiplatform: 751; exclusive: 123; console exclusive: 78) on this list as of April 2, 2013.",455,currently 952 game multiplatform 751 exclusive 123 console exclusive 78 list april 2 2013 .
3,"Pineapples may be cultivated from a crown cutting of the fruit, possibly flowering in 20_24 months and fruiting in the following six months.",456,pineapple may cultivated crown cutting fruit possibly flowering 2024 month fruiting following six month .
3,"Archaeological evidence suggests that the earliest known wine production occurred in what is now the country of Georgia around 7000 BCE, with other notable sites in Greater Iran dated 4500 BCE and Armenia 4100 BCE, respectively.",457,archaeological evidence suggests earliest known wine production occurred country georgia around 7000 bce notable site greater iran dated 4500 bce armenia 4100 bce respectively .
3,"In 1947, when India gained independence, the state of West Bengal was formed with 14 districts, as per partition plan of the then Bengal province of British India .",458,1947 india gained independence state west bengal wa formed 14 district per partition plan bengal province british india .
3,This is a list of the 221 towns and 13 cities in the U.S. state of New Hampshire .,459,list 221 town 13 city u.s. state new hampshire .
3,"Though best known for its customer relationship management (CRM) product, Salesforce has also expanded into the ""social enterprise arena"" through acquisitions.",460,though best known customer relationship management crm product salesforce ha also expanded social enterprise arena acquisition .
3,"During one orbit around the Sun, the Earth rotates about its own axis 366.26 times, creating 365.26 solar days , or one sidereal year .",461,one orbit around sun earth rotates axis 366.26 time creating 365.26 solar day one sidereal year .
3,"Cellular respiration is the set of the metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (ATP), and then release waste products.",462,cellular respiration set metabolic reaction process take place cell organism to convert biochemical energy nutrient adenosine triphosphate atp release waste product .
3,"Cartridge-operated extinguishers contain the expellant gas in a separate cartridge that is punctured prior to discharge, exposing the propellant to the extinguishing agent.",463,cartridgeoperated extinguisher contain expellant gas separate cartridge punctured prior to discharge exposing propellant to extinguishing agent .
3,"Righteousness (also called rectitude) is an important theological concept in Christianity , Judaism , Islam , Hinduism (dharma), and Zoroastrianism .",464,righteousness also called rectitude important theological concept christianity judaism islam hinduism dharma zoroastrianism .
3,"It is an attribute that implies that a person's actions are justified, and can have the connotation that the person has been ""judged"" or ""reckoned"" as leading a life that is pleasing to the god/s portrayed in these belief systems.",465,attribute implies person action justified connotation person ha judged reckoned leading life pleasing to god portrayed belief system .
3,"Central America consists of seven countries: Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama .",466,central america consists seven country belize costa rica el salvador guatemala honduras nicaragua panama .
3,A steam engine is a heat engine that performs mechanical work using steam as its working fluid .,467,steam engine heat engine performs mechanical work using steam working fluid .
3,"Steam engines are external combustion engines , where the working fluid is separate from the combustion products.",468,steam engine external combustion engine working fluid separate combustion product .
3,"Tacoma (, ) is a mid-sized urban port city and the county seat of Pierce County, Washington , United States.",469,tacoma midsized urban port city county seat pierce county washington united state .
3,"As the second largest city in San Diego County , Chula Vista has quickly become a destination popular to many tourists.",470,second largest city san diego county chula vista ha quickly become destination popular to many tourist .
3,Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .,471,sir isaac newton 25 december 164220 march 1727 wa english physicist mathematician widely regarded one influential scientist time key figure scientific revolution .
3,Newton's law of universal gravitation states that every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.,472,newton law universal gravitation state every point mass universe attracts every point mass force directly proportional to product mass inversely proportional to square distance .
3,Dim sum () refers to a style of Cantonese food prepared as small bite-sized or individual portions of food traditionally served in small steamer baskets or on small plates.,473,dim sum refers to style cantonese food prepared small bitesized individual portion food traditionally served small steamer basket small plate .
3,"Dim sum is also well known for the unique way it is served in some restaurants, wherein fully cooked and ready-to-serve dim sum dishes are carted around the restaurant for customers to choose their orders while seated at their tables.",474,dim sum also well known unique way served restaurant wherein fully cooked readytoserve dim sum dish carted around restaurant customer to choose order seated at table .
3,"Eating dim sum at a restaurant is usually known in Cantonese as going to ""drink tea"" ( yum cha , _______Â©_______Â£_______Â²_______Â¨_), as tea is typically served with dim sum.",475,eating dim sum at restaurant usually known cantonese going to drink tea yum cha â©â£â²â¨ tea typically served dim sum .
3,"A total of 4,486 U.S. soldiers were killed in Iraq between 2003 and 2012.",476,total 4486 u.s. soldier killed iraq 2003 2012 .
3,Jupiter is the fifth planet from the Sun and the largest planet in the Solar System .,477,jupiter fifth planet sun largest planet solar system .
3,"Held in Kemper Arena in Kansas City , Missouri , the convention nominated President Gerald Ford for a full term, but only after narrowly defeating a strong challenge from former California Governor Ronald Reagan .",478,held kemper arena kansa city missouri convention nominated president gerald ford full term narrowly defeating strong challenge former california governor ronald reagan .
3,"It started with four teams and, through a series of expansions, contractions, and relocations, the league is now composed of 30 active franchises.",479,started four team series expansion contraction relocation league composed 30 active franchise .
3,Northville is an affluent city located in and divided by Oakland and Wayne counties in the U.S. state of Michigan .,480,northville affluent city located divided oakland wayne county u.s. state michigan .
3,"Most of the city is in Oakland County, and is surrounded by the city of Novi .",481,city oakland county surrounded city novi .
3,"He has led teams to eight division championships ( 1995 , 1996 , 1997 , 2002 , 2003 , 2004 , 2007 , 2009 ), five NFC Championship Games ( 1995 , 1996 , 1997 , 2007 , 2009 ), and two Super Bowl appearances ( Super Bowl XXXI , Super Bowl XXXII ), winning one (Super Bowl XXXI).",482,ha led team to eight division championship 1995 1996 1997 2002 2003 2004 2007 2009 five nfc championship game 1995 1996 1997 2007 2009 two super bowl appearance super bowl xxxi super bowl xxxii winning one super bowl xxxi .
3,"In the United States, to table usually means the to lay [the topic] on the table or to move for postponement of consideration; a proposal to suspend consideration of a pending motion.",483,united state to table usually mean to lay topic table to move postponement consideration proposal to suspend consideration pending motion .
3,"The four families are the original Standard-Capacity (SDSC), the High-Capacity ( SDHC ), the eXtended-Capacity ( SDXC ), and the SDIO , which combines input/output functions with data storage.",484,four family original standardcapacity sdsc highcapacity sdhc extendedcapacity sdxc sdio combine inputoutput function data storage .
3,"It eats leaves, herbs, twigs and green plants like skunk cabbage and clover and in the winter it may eat bark.",485,eats leaf herb twig green plant like skunk cabbage clover winter may eat bark .
3,"Elijah J. McCoy (May 2, 1844 _ October 10, 1929) was a black Canadian-American inventor and engineer, who was notable for his 57 U.S. patents , most to do with lubrication of steam engines.",486,elijah j. mccoy may 2 1844 october 10 1929 wa black canadianamerican inventor engineer wa notable 57 u.s. patent to lubrication steam engine .
3,", Apple has 405 stores worldwide, with global sales of billion in merchandise in 2011, and they lead the United States retail market in terms of sales per unit area .",487,apple ha 405 store worldwide global sale billion merchandise 2011 lead united state retail market term sale per unit area .
3,"The term ""effective"" is used because the shielding effect of negatively charged electrons prevents higher orbital electrons from experiencing the full nuclear charge by the repelling effect of inner-layer electrons.",488,term effective used shielding effect negatively charged electron prevents higher orbital electron experiencing full nuclear charge repelling effect innerlayer electron .
3,"Jerky is lean meat that has been trimmed of fat, cut into strips, and then dried to prevent spoilage.",489,jerky lean meat ha trimmed fat cut strip dried to prevent spoilage .
3,"Modern manufactured jerky is normally marinated in a seasoned spice rub or liquid, and dried, dehydrated or smoked with low heat (usually under 70 _________Â°C/160 _________Â°F).",490,modern manufactured jerky normally marinated seasoned spice rub liquid dried dehydrated smoked low heat usually 70 â°c160 â°f .
3,.eu is the country code top-level domain (ccTLD) for the European Union (EU).,491,.eu country code toplevel domain cctld european union eu .
3,"Meister means master in German (as in master craftsman , or as an honorific title such as Meister Eckhart ).",492,meister mean master german master craftsman honorific title meister eckhart .
3,"During this event a very large number of the impact craters on the Moon would have formed, and by inference on Earth , Mercury , Venus and Mars as well.",493,event large number impact crater moon would formed inference earth mercury venus mar well .
3,"On October 7, 1849, at age 40, Poe died in Baltimore; the cause of his death is unknown and has been variously attributed to alcohol, brain congestion, cholera , drugs, heart disease, rabies , suicide, tuberculosis, and other agents.",494,october 7 1849 at age 40 poe died baltimore cause death unknown ha variously attributed to alcohol brain congestion cholera drug heart disease rabies suicide tuberculosis agent .
3,"Tycho Brahe (14 December 154624 October 1601), born Tyge Ottesen Brahe, was a Danish nobleman known for his accurate and comprehensive astronomical and planetary observations.",495,tycho brahe 14 december 154624 october 1601 born tyge ottesen brahe wa danish nobleman known accurate comprehensive astronomical planetary observation .
3,Tycho was well known in his lifetime as an astronomer and alchemist .,496,tycho wa well known lifetime astronomer alchemist .
3,"Four complete seasons aired, ending on February 8, 2010.",497,four complete season aired ending february 8 2010 .
3,"Labor Day is an American federal holiday observed on the first Monday in September, that celebrates the economic and social contributions of workers.",498,labor day american federal holiday observed first monday september celebrates economic social contribution worker .
3,"Dylan Thomas Sprouse and Cole Mitchell Sprouse (born August 4, 1992) are American actors.",499,dylan thomas sprouse cole mitchell sprouse born august 4 1992 american actor .
3,"Life insurance is a contract between an insured (insurance policy holder) and an insurer , where the insurer promises to pay a designated beneficiary a sum of money (the ""benefits"") upon the death of the insured person.",500,life insurance contract insured insurance policy holder insurer insurer promise to pay designated beneficiary sum money benefit upon death insured person .
3,"Depending on the contract, other events such as terminal illness or critical illness may also trigger payment.",501,depending contract event terminal illness critical illness may also trigger payment .
3,"Protection policies _ designed to provide a benefit in the event of specified event, typically a lump sum payment.",502,protection policy designed to provide benefit event specified event typically lump sum payment .
3,9 _ 12 February (Vietnam),503,9 12 february vietnam
3,"The acronym originally stood for Supreme Headquarters, International Espionage, Law-Enforcement Division.",504,acronym originally stood supreme headquarters international espionage lawenforcement division .
3,"As of September 30, 2012, 70 million Xbox 360 consoles have been sold worldwide.",505,september 30 2012 70 million xbox 360 console sold worldwide .
3,"The bag itself was made up of different animal hide and skin (depending on what sorts of animals were in the area) and sewn together by the intestines of said animals, which were woven together tightly to make a sturdy thread-like material.",506,bag wa made different animal hide skin depending sort animal area sewn together intestine said animal woven together tightly to make sturdy threadlike material .
3,"Mexico (; ; ), officially the United Mexican States (), is a federal constitutional republic in North America.",507,mexico officially united mexican state federal constitutional republic north america .
3,It is calculated as total bases divided by at bats :,508,calculated total base divided at bat
3,"Saint Patrick's Day or the Feast of Saint Patrick (, ""the Day of the Festival of Patrick"") is a cultural and religious holiday celebrated on 17 March.",509,saint patrick day feast saint patrick day festival patrick cultural religious holiday celebrated 17 march .
3,"Goat cheese, or ch_________Â¨vre (from the French word for goat), is cheese made out of the milk of goats .",510,goat cheese châ¨vre french word goat cheese made milk goat .
3,"Its duties have expanded over the years, and today, according to official Federal Reserve documentation, include conducting the nation's monetary policy , supervising and regulating banking institutions, maintaining the stability of the financial system and providing financial services to depository institutions , the U.S. government, and foreign official institutions.",511,duty expanded year today according to official federal reserve documentation include conducting nation monetary policy supervising regulating banking institution maintaining stability financial system providing financial service to depository institution u.s. government foreign official institution .
3,"Belize , is a country located on the northeastern coast of Central America.",512,belize country located northeastern coast central america .
3,Christian Bibles range from the sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon.,513,christian bible range sixtysix book protestant canon to eightyone book ethiopian orthodox tewahedo church canon .
3,The flag was designed during the American Revolution and features 13 stars to represent the original 13 colonies .,514,flag wa designed american revolution feature 13 star to represent original 13 colony .
3,"However, using a strict definition of purring that continuous sound production must alternate between pulmonic egressive and ingressive airstream (and usually go on for minutes), Peters (2002), in an exhaustive review of the scientific literature, reached the conclusion that until then only __urring cats_ (Felidae) and two species of genets , Genetta tigrina, and most likely also Genetta genetta, had been documented to purr.",515,however using strict definition purring continuous sound production must alternate pulmonic egressive ingressive airstream usually go minute peter 2002 exhaustive review scientific literature reached conclusion urring cat felidae two specie genet genetta tigrina likely also genetta genetta documented to purr .
3,"Fields is currently a meteorologist for the CBS owned and operated television stations KCBS-TV and KCAL-TV in Los Angeles, California.",516,field currently meteorologist cbs owned operated television station kcbstv kcaltv los angeles california .
3,"Fields can also be heard on the radio on K-EARTH 101 KRTH , KNX-AM and KFWB in Los Angeles.",517,field also heard radio kearth 101 krth knxam kfwb los angeles .
3,"St. Elizabeth is a village in Miller County , Missouri , United States .",518,st. elizabeth village miller county missouri united state .
3,"Wilton is a census-designated place (CDP) in Sacramento County , California , United States .",519,wilton censusdesignated place cdp sacramento county california united state .
3,"On August 27, 1990, Vaughan was killed in a helicopter crash following a performance in East Troy, Wisconsin .",520,august 27 1990 vaughan wa killed helicopter crash following performance east troy wisconsin .
3,"Larkin is considered one of the top players of his era, winning nine Silver Slugger awards and three Gold Glove awards .",521,larkin considered one top player era winning nine silver slugger award three gold glove award .
3,"The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war.",522,cause world war began central europe late july 1914 finished 1918 included many factor conflict hostility four decade leading to war .
3,"Whether it was on the home front or the front-lines, for civilian or enlisted women, the World Wars started a new era for women's opportunities to contribute in war and be recognized for efforts outside of the home.",523,whether wa home front frontlines civilian enlisted woman world war started new era womens opportunity to contribute war recognized effort outside home .
3,"The Wire premiered on June 2, 2002, and ended on March 9, 2008, comprising 60 episodes over five seasons.",524,wire premiered june 2 2002 ended march 9 2008 comprising 60 episode five season .
3,"The word promise can be used as a legal synonym for contract, although care is required as a promise may not have the full standing of a contract, as when it is an agreement without consideration .",525,word promise used legal synonym contract although care required promise may full standing contract agreement without consideration .
3,ASP.NET is a server-side Web application framework designed for Web development to produce dynamic Web pages .,526,asp.net serverside web application framework designed web development to produce dynamic web page .
3,"Lysergic acid diethylamide, abbreviated LSD or LSD-25, also known as lysergide ( INN ) and colloquially as acid, is a semisynthetic psychedelic drug of the ergoline family, well known for its psychological effects which can include altered thinking processes, closed and open eye visuals, synesthesia , an altered sense of time and spiritual experiences , as well as for its key role in 1960s counterculture .",527,lysergic acid diethylamide abbreviated lsd lsd25 also known lysergide inn colloquially acid semisynthetic psychedelic drug ergoline family well known psychological effect include altered thinking process closed open eye visuals synesthesia altered sense time spiritual experience well key role 1960s counterculture .
3,"LSD is non-addictive, is not known to cause brain damage, and has extremely low toxicity relative to dose .",528,lsd nonaddictive known to cause brain damage ha extremely low toxicity relative to dose .
3,"However, adverse psychiatric reactions such as anxiety, paranoia, and delusions are possible.",529,however adverse psychiatric reaction anxiety paranoia delusion possible .
3,"Memphis had a population of 672,277 in 2011 making it the largest city in the state of Tennessee , the largest city on the Mississippi River , the third largest in the Southeastern United States , and the 20th largest in the United States.",530,memphis population 672277 2011 making largest city state tennessee largest city mississippi river third largest southeastern united state 20th largest united state .
